feature,effect,importance
paper,0.017214747614794745,0.0
par,0.18855581696009016,0.0
part,-0.03205511023185542,0.0
part of,-0.03205511023185542,0.0
particularly,0.13885881852944432,0.0
pay,-0.16490857134667886,0.0
places,-0.15109549745974804,0.0
pay for,-0.06686142218298124,0.0
paying,0.011194214762867916,0.0
people,-0.045089233965048714,0.0
person,0.012786394030928017,0.0
personal,0.4063735983802039,0.0
pictures,-0.018949925568665593,0.0
pillows,-0.003812199112778414,0.0
place,0.02141881048308336,0.0
place to,0.16549369498176442,0.0
regular,0.10244386168414144,0.0
request,-0.1411565715772572,0.0
reservation,0.11098242682432663,0.0
service was,-0.05232287564143012,0.0
say that,0.1327362083139994,0.0
saying,0.09533254687156084,0.0
second,-0.1588063819202677,0.0
see,0.0015149016251773673,0.0
seem,-0.04390565029182525,0.0
seemed to,0.1364041000958786,0.0
seems,0.03883075146397613,0.0
send,-0.05662367615504049,0.0
service and,0.2402906545578316,0.0
services,0.015988617827335128,0.0
reserved,0.16729560097155993,0.0
several,0.046637604096039176,0.0
she,0.05224919048994103,0.0
she was,0.006916101031362476,0.0
should,0.04468637601026676,0.0
showed,-0.07359494878701506,0.0
shower,-0.01332215658250907,0.0
side,-0.16094335522372927,0.0
sign,-0.013447762640459049,0.0
since,0.03775699401399052,0.0
say,0.0802350632092757,0.0
saw,-0.18368636181448433,0.0
sat,0.08865372483854378,0.0
rude and,0.21095925755061257,0.0
restaurant,0.17188991472572174,0.0
restaurants,-0.11046112552387477,0.0
right,0.06353961329641261,0.0
room and,0.10928380822852157,0.0
room at,-0.053912966540479446,0.0
room but,-0.027205269170730184,0.0
room for,0.016664838039338603,0.0
room had,-0.025781021375781643,0.0
room it,0.07797822771320673,0.0
room itself,0.12626611859191855,0.0
room service,0.07659430961886149,0.0
room that,0.09309894036633087,0.0
room they,-0.08497894032915804,0.0
room to,0.07451240068514331,0.0
room we,0.11685955061936015,0.0
room with,-0.11519979178881568,0.0
rooms are,-0.14711435604281575,0.0
rooms were,-0.005917780110292259,0.0
that the,0.11430556204156644,0.0
that our,-0.12823920877291145,0.0
the sink,0.07774139507277733,0.0
that there,-0.01312635504670051,0.0
was the,0.0364478472998403,0.0
was also,-0.026883142592875275,0.0
was an,0.004561684138266353,0.0
was extremely,0.21328931066984552,0.0
was in,-0.0722306537196627,0.0
was looking,0.03691134505625021,0.0
was nice,0.005463165771129319,0.0
was no,-0.00844039274260211,0.0
was on,-0.03094266175376248,0.0
was only,0.07003481287778213,0.0
was so,-0.21727191189661071,0.0
was that,0.06714846587289375,0.0
was told,0.02633939493714954,0.0
tub,-0.14333607506741952,0.0
was very,0.012437034342922593,0.0
wasn,-0.1013528681550126,0.0
waste,0.17780470399524817,0.0
water,-0.07320273094559732,0.0
way,-0.03150596939658151,0.0
we are,-0.2506454896525623,0.0
we arrived,-0.179899388914948,0.0
we called,0.03254867546543938,0.0
we could,-0.03427837769983061,0.0
we had,-0.023128806478196817,0.0
we stayed,-0.25844093543647845,0.0
wanted to,0.22224561797710085,0.0
wanted,0.21333397089060036,0.0
want to,-0.002454312714135487,0.0
want,-0.10530413789895565,0.0
uncomfortable,0.25154692653836164,0.0
under,-0.0014743684542280477,0.0
understand,0.0804506662377294,0.0
until,-0.1015050768385764,0.0
up and,-0.10310710205001034,0.0
up for,-0.09571487823404712,0.0
up to,0.23517472649925225,0.0
upgrade,-0.11985922037918623,0.0
upon,0.2886556678936803,0.0
us,0.007962878482773328,0.0
us to,-0.07517887218832336,0.0
use the,-0.025176792152934502,0.0
used,0.06753750710604028,0.0
usually,-0.06981260119404803,0.0
ve,0.0013234298119656485,0.0
very disappointed,0.12016829381829808,0.0
very nice,-0.08043699792041181,0.0
very small,-0.31195835258338295,0.0
visit,-0.019569955245028303,0.0
waiting,0.01763643363574513,0.0
walking,-0.10285843542527368,0.0
wall,-0.12372968622176383,0.0
walls,-0.08019358180693015,0.0
we went,0.10578629868700323,0.0
we were,-0.06597803068226327,0.0
we will,-0.00669324387007586,0.0
will never,-0.037807927565998045,0.0
wine,-0.12089523375277295,0.0
with,0.0454859557407043,0.0
with me,-0.03414901989932678,0.0
with the,0.07898113562913345,0.0
without,0.020284076108875615,0.0
work,0.019652876751080794,0.0
working,-0.03333472337177251,0.0
worst,0.11604392739810765,0.0
worth,-0.06755390456096705,0.0
worth the,-0.07611250345084536,0.0
would,0.03189855536464081,0.0
would be,0.07953557435371139,0.0
would have,0.022166030344239085,0.0
would not,0.06683628604898523,0.0
wouldn,0.1298749018137929,0.0
wrong,0.001985130256432266,0.0
year,-0.03420991383800176,0.0
years,-0.026768557256937386,0.0
yet,0.09019554574492716,0.0
you,-0.05462013951244643,0.0
you are,-0.03668898710191848,0.0
you can,-0.1257938234635062,0.0
you get,0.09582431817839043,0.0
will not,0.01735937380376379,0.0
will be,0.029702032318569105,0.0
wedding,0.15370583148137196,0.0
will,0.02326913172736167,0.0
week,-0.022750296074493526,0.0
weekend,0.1087468987055294,0.0
well,0.11514498381438176,0.0
went,0.055650485107480385,0.0
went to,0.10727484466263737,0.0
were,0.0715064331618786,0.0
were not,0.00499463237303599,0.0
were so,-0.0781841996757705,0.0
were very,0.026328208126312147,0.0
weren,0.2892753181945583,0.0
what,0.08890512723713606,0.0
what you,0.17878523498080645,0.0
when arrived,0.057514091350324203,0.0
when we,-0.022741397220351844,0.0
where,0.044666357604469686,0.0
which,0.0697777111715785,0.0
which was,-0.0020904478993698516,0.0
while,0.08179320504000426,0.0
while was,0.12253810037147761,0.0
who,0.06919788835191698,0.0
whole,-0.021427499143075568,0.0
wife,0.21237093620173636,0.0
wife and,0.20712664703269484,0.0
tv,0.051786976680599894,0.0
trying to,0.33029715614967237,0.0
that they,-0.09922966604989136,0.0
the service,0.07784956433977358,0.0
the other,-0.10531847544534823,0.0
the people,-0.06909682428904473,0.0
the place,0.18300466652183855,0.0
the pool,0.16513961363909002,0.0
the price,0.12585108185293287,0.0
the quality,0.35087641816679743,0.0
the reservation,0.09561374901017866,0.0
the restaurant,0.18355378520634652,0.0
the room,0.0760145262252514,0.0
the rooms,-0.08918038557636626,0.0
the same,-0.04435176627301618,0.0
the shower,-0.040182360010024176,0.0
trying,0.25958992094915817,0.0
out the,0.1280532907820086,0.0
the staff,0.01573040180351143,0.0
the toilet,0.03326825605598971,0.0
the tv,0.018166428091035247,0.0
the view,-0.02064156343377077,0.0
the wall,-0.2237442651481073,0.0
the walls,-0.029918739093742985,0.0
the worst,0.033656744098885416,0.0
their,0.00960075221679857,0.0
their website,0.21995438586993032,0.0
them,-0.0360338447378874,0.0
the only,-0.0758385980385331,0.0
the night,0.017324777111421052,0.0
the next,0.16549344609469563,0.0
the morning,-0.07540306035537953,0.0
that this,-0.012620113745203831,0.0
that we,-0.10679280226714638,0.0
the air,0.10671940342893221,0.0
the area,0.2831223494622555,0.0
the bed,-0.07065034027748046,0.0
the beds,0.13274662195212966,0.0
the best,0.18773516888712038,0.0
the check,0.00890193581910348,0.0
the city,0.01282083283608898,0.0
the closet,-0.3850674338976252,0.0
the concierge,0.11781091181443742,0.0
the cost,-0.08319562138852565,0.0
the desk,-0.01817852530963271,0.0
the door,-0.12708412392285606,0.0
the elevator,-0.19384721177672642,0.0
the first,-0.032347766968911784,0.0
the floor,0.13452857394675227,0.0
the front,0.12731772246216622,0.0
the last,0.2848787714730875,0.0
the lobby,-0.005602060856553737,0.0
the location,-0.15163695914244008,0.0
the manager,-0.08700708192291862,0.0
the money,-0.1284089856808482,0.0
them to,0.028668458132358465,0.0
then,-0.04197274592305972,0.0
there again,-0.005979326482578429,0.0
to find,0.10305175946734102,0.0
to have,0.1718565711362695,0.0
to make,0.06481445970088523,0.0
to me,0.15202235848458412,0.0
to my,0.19820560141897758,0.0
to our,0.16141053043033582,0.0
to pay,-0.14307847505123983,0.0
to say,-0.004761016350161684,0.0
to see,-0.020177563792555198,0.0
to stay,0.19070628920602956,0.0
to take,0.07498930038618484,0.0
to the,0.007219226962044689,0.0
to their,-0.22593862615909208,0.0
to top,0.05620615281514163,0.0
to use,0.013411315208937236,0.0
toilet,0.04939841501789233,0.0
told that,0.021700400848075063,0.0
too,0.05715826980372335,0.0
top,0.06057749115680483,0.0
travel,-0.019945373477935846,0.0
tried,0.0062599908157320305,0.0
tried to,0.10815658477646922,0.0
trip,0.16705311487525498,0.0
trip to,0.14739641362678402,0.0
to go,-0.03545689185544715,0.0
to do,-0.07698414207013465,0.0
there is,-0.1349574682350495,0.0
to come,0.09889020059210196,0.0
there were,0.14488755554638083,0.0
these,-0.047160882399341686,0.0
they are,0.0019148314301961067,0.0
they did,-0.06195626567486889,0.0
they had,0.08268672172632519,0.0
they were,-0.02586078854913587,0.0
thin,-0.03667019209290007,0.0
things,0.02204149707070585,0.0
think,0.02299446128737298,0.0
this hotel,0.10603940670807155,0.0
this place,-0.16459787038523777,0.0
though,0.16131963099445112,0.0
three,-0.08571522333192738,0.0
through,-0.19352302938112614,0.0
time,0.04312075171673563,0.0
time in,0.004376438636792823,0.0
time we,-0.10407454399656663,0.0
times,-0.03509283631933402,0.0
tired,0.057910134185263196,0.0
to anyone,0.0813926531003844,0.0
to ask,0.2678966680194685,0.0
to be,0.055834751257217374,0.0
to call,-0.23055879995975762,0.0
outside,0.06985174394269189,0.0
not be,0.1692992541565536,0.0
out of,0.052171549306734954,0.0
different,0.036540286372057695,0.0
customer service,-0.12333118268856536,0.0
dark,-0.28118074105379776,0.0
days,-0.02043572143203365,0.0
deal,0.05512119646649222,0.0
decent,0.03392998343542175,0.0
decided to,0.1108565923671106,0.0
desk,0.06231139928100976,0.0
desk and,-0.01221687282191447,0.0
desk clerk,0.0993784227231192,0.0
did not,-0.04337718952301706,0.0
didn,0.04966069517504418,0.0
difficult,0.20314871176432547,0.0
down to,0.054569417524956365,0.0
dingy,0.20338821713268251,0.0
dirty,0.009293447256579934,0.0
dirty and,0.2293026142163223,0.0
disappointed,0.12409105439751761,0.0
disappointed with,0.238360449307995,0.0
distance,-0.18043455079481163,0.0
does,-0.07671263100320969,0.0
don,0.030337661687726614,0.0
don know,0.15061020984928708,0.0
done,0.1613060705381723,0.0
door,-0.0202423271166855,0.0
customer,-0.05848927766048456,0.0
credit card,0.03787287923989269,0.0
credit,0.0023996107385275134,0.0
counter,0.14071472651889255,0.0
chain,0.11530527941586904,0.0
change,0.10196380044971415,0.0
charge,-0.01829657751203434,0.0
charged,-0.0198563604823645,0.0
check,-0.026669484324341963,0.0
check out,0.0011303437389178494,0.0
checked,0.06607355838328166,0.0
checked in,0.0934966902969091,0.0
checking,0.1354732849090572,0.0
checking in,0.08609988812982822,0.0
chicago for,0.25959479557426707,0.0
clean,0.10528444018935396,0.0
clerk,0.20933066474552964,0.0
close to,-0.04128776471685475,0.0
closet,-0.307039400146232,0.0
come,-0.0617399803092768,0.0
complained,-0.1094542977007803,0.0
completely,0.11351877439968877,0.0
corner,-0.2375160854971075,0.0
cost,-0.04254851011651278,0.0
could have,-0.12539276523176163,0.0
could hear,-0.1053556838641585,0.0
could not,0.15436848872302894,0.0
down,0.052569289377725925,0.0
downtown,0.19683388447675892,0.0
carpet,0.0138339168713012,0.0
food was,0.19570494747757078,0.0
far,0.16098861354580185,0.0
feel,0.07147644746328174,0.0
felt,0.0923298873182522,0.0
felt like,0.12964858443027955,0.0
few,-0.12842103784606201,0.0
find,0.11527263562933754,0.0
find the,0.04492507277787028,0.0
fine,-0.10099250266939097,0.0
first,0.08749083219435633,0.0
fitness,0.13615111557262627,0.0
food,0.1704841863290627,0.0
for me,0.06391966686127365,0.0
due,0.10117297406764203,0.0
for my,0.14847577386112348,0.0
for one,0.1614792250422572,0.0
for the,0.03821200592244306,0.0
for this,-0.0816757358819985,0.0
for two,-0.251904281862132,0.0
forward,0.024350431805552464,0.0
forward to,0.024350431805552464,0.0
four,-0.07970445634135154,0.0
free,-0.11552423696252156,0.0
friendly,-0.033117517251299744,0.0
from the,0.09378384808917078,0.0
family,0.13068635441018872,0.0
fact,-0.01699589134545848,0.0
extra,-0.09416219634795919,0.0
expensive,0.0773267670699318,0.0
due to,0.1447010002446582,0.0
during,-0.04416664682679916,0.0
early,-0.0971389552528566,0.0
either,-0.032753350632393485,0.0
else,0.021020257419946897,0.0
end,0.17905013412953824,0.0
ended,0.09664624984504216,0.0
ended up,0.09664624984504216,0.0
enough,0.0599402590598086,0.0
enough to,0.12445311296352413,0.0
entire,0.22375371521694087,0.0
especially,0.04113463594381961,0.0
etc,-0.08130099638965105,0.0
even though,0.28548579034490384,0.0
evening,-0.21725188535402185,0.0
ever,0.004225901290413114,0.0
every,0.06966251438224452,0.0
everything,-0.016614547383185463,0.0
except,0.014797696358734014,0.0
excited,-0.005781047896646019,0.0
expect,0.03947983448295245,0.0
expectations,0.05881867387958811,0.0
expecting,0.2600019415580491,0.0
center,-0.08563106566384798,0.0
care of,0.1807423846759792,0.0
front desk,0.14003507688318084,0.0
and when,0.19492201995077385,0.0
and got,0.1722938995865358,0.0
and had,0.02874786268558488,0.0
and it,0.04782963458297834,0.0
and my,0.18870699546908826,0.0
and not,0.030961839710208716,0.0
and she,0.2752918360857198,0.0
and that,-0.0509083373133799,0.0
and then,-0.02407063597889081,0.0
and there,0.0585572839037003,0.0
and they,0.022958070206047787,0.0
and were,0.14076214740582532,0.0
another,-0.062015836756938114,0.0
ask,0.2535861761758035,0.0
another hotel,-0.056066146781752424,0.0
anyone,0.026863088928224477,0.0
anything,0.20157198841431706,0.0
apparently,0.21398209892222309,0.0
are not,-0.053704651770999035,0.0
are so,-0.06430011830665966,0.0
area,0.09625383834672513,0.0
around the,-0.12348013231092991,0.0
arrived at,-0.09498989954157289,0.0
as,0.13144363546077398,0.0
as the,0.01539515013561199,0.0
and found,-0.03189224080471709,0.0
and could,0.18437417958431368,0.0
an old,-0.07104186409567864,0.0
an hour,-0.08942309796647652,0.0
15,-0.045799923607801274,0.0
20,0.005768858355526707,0.0
30,-0.09773046176839595,0.0
able,-4.677355302429298e-05,0.0
able to,-4.677355302429298e-05,0.0
about the,-0.017389582028378814,0.0
above,0.10782987213066197,0.0
across,-0.11250038748061647,0.0
actually,0.12710643136945088,0.0
after,-0.004413703878606401,0.0
again,0.009913348949242728,0.0
air,0.19047346464910703,0.0
all of,-0.12832108235483664,0.0
all the,0.1337542409765149,0.0
almost,-0.12874451266319764,0.0
already,0.1311815432273873,0.0
also,-0.07451398790607949,0.0
also the,-0.04968031694731906,0.0
although,0.15141272562202768,0.0
although the,0.2266725126843942,0.0
am,-0.08139870124021581,0.0
amenities,0.02053933230990279,0.0
an,0.033344144527369945,0.0
as we,-0.09239433192180413,0.0
ask for,0.21501560471214398,0.0
care,0.19472253593627747,0.0
business,0.008179205004878953,0.0
been cleaned,0.09785460995746703,0.0
before,0.10400170266624009,0.0
being,0.027593180536183926,0.0
bell,0.09172598651787173,0.0
best,0.14738122209935456,0.0
better,0.02170560644035119,0.0
big,-0.04553933241939262,0.0
bit,-0.11169739796869343,0.0
book,0.20251174294840502,0.0
booked,0.09908603802637345,0.0
building,-0.11041420368668264,0.0
business center,-0.2078427603669925,0.0
asked,0.09772116824567645,0.0
but it,0.1657431398691817,0.0
but the,0.050963508958809856,0.0
but they,-0.06078027204343234,0.0
but we,0.10574120866673326,0.0
by the,-0.030691948230916866,0.0
cab,-0.23071657534108816,0.0
called the,0.06989354165094558,0.0
calls,-0.11736179987796663,0.0
came,-0.012969650244460562,0.0
cannot,-0.046154000071278845,0.0
card,0.013519849945965334,0.0
been,0.08388269398460302,0.0
beds,0.012368431618631714,0.0
bed and,-0.12143271769440339,0.0
bed,-0.03405811592568736,0.0
asked for,0.0531947549281227,0.0
asking,0.17208631022766963,0.0
at,0.1577641112673127,0.0
at hotel,-0.04020483199851521,0.0
at least,0.07612829342755945,0.0
at this,0.08349619247659712,0.0
attractions,0.17702196912144819,0.0
available,0.1161348726784735,0.0
away,-0.031614648357456365,0.0
back,0.012844155839894233,0.0
back to,0.1625476758323231,0.0
bad,-0.052345294629449646,0.0
bags,0.3109616746256076,0.0
bar,-0.04366982116724716,0.0
barely,-0.15205453298360033,0.0
basically,-0.3159122543459808,0.0
bathroom,-0.08633938389805573,0.0
bathroom was,-0.12080492654629721,0.0
be staying,0.11401638647177575,0.0
be the,0.16073184652762784,0.0
beautiful,-0.2286257292578972,0.0
because it,0.1038068256325726,0.0
because of,-0.20808039179963883,0.0
front,0.08364698102097406,0.0
full,-0.01998078082768584,0.0
our stay,-0.0922116039111942,0.0
more than,-0.15617600772908696,0.0
man,0.04933589753876516,0.0
maybe,-0.056208631041510915,0.0
me,0.11083051025362245,0.0
me and,0.16577211353635457,0.0
me that,0.1254704582094116,0.0
me to,-0.00939537604541496,0.0
mile,0.23486915473922854,0.0
minute,0.15104853871148938,0.0
minutes,0.07203685866943044,0.0
money,0.06346129877326118,0.0
more,-0.04071048151171269,0.0
