feature,effect,importance
morning,-0.09325899910355051,0.0
never stay,-0.1603558196457881,0.0
most,-0.05184724669595819,0.0
motel,0.2353079648424682,0.0
moved,-0.039790441400646304,0.0
must,0.056712778720856116,0.0
my experience,0.371433619271869,0.0
my husband,-0.08725222198332727,0.0
my reservation,0.12321850371438348,0.0
my stay,0.08129492813947337,0.0
my wife,0.2627940298454602,0.0
name,0.07716995816119937,0.0
nearby,0.16680143854030183,0.0
main,-0.14782985594447168,0.0
maid,0.43621218380318405,0.0
magnificent mile,0.23486915473922854,0.0
magnificent,0.23486915473922854,0.0
left,0.02037172181415231,0.0
less,-0.024958573641991333,0.0
let,0.09982939630017401,0.0
level,-0.11574580868478707,0.0
like the,0.12548416639208348,0.0
linens,0.1013152234958305,0.0
little,-0.020653508144175936,0.0
ll,-0.031224380187422407,0.0
lobby,-0.05195735421927533,0.0
lobby and,0.0703877920265148,0.0
located,0.11693082119318349,0.0
location is,-0.15139229622626904,0.0
long,0.14163754433949233,0.0
look,-0.0034046405530467894,0.0
looked,0.20676589101433285,0.0
looking,-0.07375082951846151,0.0
looking for,-0.08569872394763123,0.0
lost,-0.0439516766435088,0.0
lot,0.22176052971969556,0.0
lounge,-0.25083642471915824,0.0
luggage,0.022102192080965366,0.0
luxurious,0.35854195668876576,0.0
luxury hotel,0.3952332221975168,0.0
needed,0.0817028172827054,0.0
new,0.0585368138033423,0.0
least,0.03369291191996354,0.0
one night,0.20761626855597204,0.0
off the,0.1906530854078059,0.0
offered,-0.015161941095700016,0.0
often,-0.020888471536478326,0.0
oh,0.1943645896556364,0.0
old,-0.04161329475616393,0.0
old and,0.15100245881624447,0.0
on my,0.07222707236705539,0.0
on the,0.048005186178946,0.0
on their,0.21522529381100786,0.0
on this,0.053113984907925904,0.0
once,0.049534610235190235,0.0
one of,0.1533758490789754,0.0
next day,0.14038310169578866,0.0
only,-0.003121666996562633,0.0
options,0.05661519394067005,0.0
order,-0.06099097082926058,0.0
ordered,0.09239959825373273,0.0
other,-0.03433722796266958,0.0
others,-0.08665451183051559,0.0
our,-0.034277435405231926,0.0
our experience,0.17642116034145372,0.0
our first,-0.015489688617633446,0.0
our luggage,0.03146418766205483,0.0
our room,-0.1215261361453317,0.0
of this,-0.04841293901058502,0.0
of our,-0.09533226642424669,0.0
of my,0.0817535104062162,0.0
of hotel,0.024721365790715377,0.0
next time,-0.0018894530392279396,0.0
nice,-0.0017426224867597706,0.0
nice and,0.09798813330048867,0.0
night,0.01582250305460786,0.0
night we,0.11721232037731288,0.0
no one,-0.09961172426237369,0.0
noise,0.1100259873644131,0.0
noisy,-0.16446816826326488,0.0
non,0.2940200233888114,0.0
nor,0.1268214136763242,0.0
10,-0.12696276299175474,0.0
not have,-0.016329165736840345,0.0
not recommend,0.0704731699603815,0.0
not stay,-0.05125475207643565,0.0
not the,0.1370225787376066,0.0
not to,-0.064100945613638,0.0
not worth,-0.13714527010964478,0.0
nothing,0.06831208442699166,0.0
noticed,-0.13175723072704743,0.0
now,-0.11218938225180086,0.0
number,-0.20625888757908423,0.0
obviously,0.15667467333057405,0.0
of all,0.22903919624195251,0.0
leave,-0.009790970654992626,0.0
later,0.011066664360994183,0.0
gave me,-0.23499697338941639,0.0
here again,-0.04917977377617605,0.0
have the,0.0704913327514225,0.0
have to,0.03520693435190969,0.0
having,0.12047313821166894,0.0
he,0.13144374961176353,0.0
he was,0.2232930822329814,0.0
hear,-0.19353930355984544,0.0
hear the,-0.2162490073937039,0.0
heard,0.07573967498897566,0.0
help,0.1778083539947765,0.0
helpful,-0.18720889675985503,0.0
her,0.27407180079115057,0.0
high,0.14792809248508404,0.0
hotel staff,0.08947197538722945,0.0
hilton,0.04554241428955086,0.0
him,0.003361024556840342,0.0
his,0.19343524514521598,0.0
holiday,-0.1884734552368702,0.0
holiday inn,-0.18944415235458995,0.0
home,-0.039122275953187124,0.0
horrible,0.1009473289138984,0.0
hotel again,0.0791416914828843,0.0
hotel and,-0.0036648005340681467,0.0
hotel but,0.21601345669637556,0.0
hotel for,0.25974317922507384,0.0
have been,0.08268880726549294,0.0
has,-0.1494340242505065,0.0
hard,-0.08949154810395243,0.0
happened,-0.10788740579702383,0.0
get,0.044245060367778366,0.0
get the,0.12759442533021476,0.0
get to,0.12658452120423547,0.0
getting,0.14470459357373833,0.0
give,0.04825507265174117,0.0
go,-0.061801545386045986,0.0
go back,0.08333568822575621,0.0
go to,-0.10724231388018757,0.0
going,0.06810593672143817,0.0
going to,0.04914195230489693,0.0
good,-0.1323314050999591,0.0
got,0.055582482206317396,0.0
got to,0.17574453159981301,0.0
greeted,0.19662968521133517,0.0
guest,0.00661882727049995,0.0
guests,0.02761813591784712,0.0
had,0.05251499362597645,0.0
had been,0.0959025505583313,0.0
had the,0.15941424062563309,0.0
had to,0.06108859902574837,0.0
hadn,0.33224325289485657,0.0
hair,0.12074385790332215,0.0
half,0.011629769246428223,0.0
hotel in,0.1280162591089553,0.0
hotel that,0.0359865773356145,0.0
last,0.22647388124522816,0.0
items,-0.05840215429313722,0.0
is not,-0.07287106832706003,0.0
is the,-0.11738796086010334,0.0
is very,-0.03890380994319209,0.0
issue,0.11785381229646957,0.0
it has,0.030079910724741588,0.0
it is,-0.008542354993926082,0.0
it the,-0.04699026871204409,0.0
it to,0.16894932929967266,0.0
it took,-0.18105765769899645,0.0
it wasn,-0.21004670043032175,0.0
it would,0.0031414660477629974,0.0
its,0.019156369140699292,0.0
hotel the,0.11698689805190782,0.0
itself,0.18693657828253601,0.0
just,0.11265935472368627,0.0
just to,0.04944360644027124,0.0
keep,-0.05721131188620293,0.0
kept,0.006802284141293413,0.0
key,-0.07727969885131342,0.0
kids,0.149468712531024,0.0
kimpton,-0.12475424180521588,0.0
king,-0.013365372050483548,0.0
know,0.025348943768824628,0.0
large,-0.12476431958471523,0.0
into the,-0.133844821506318,0.0
into,-0.004133603138059716,0.0
internet,-0.05788651008297013,0.0
instead,-0.18891676031808313,0.0
hotel to,0.14047300571614912,0.0
hotel was,0.06748382250016627,0.0
hotel with,-0.05756722916057988,0.0
hotels,0.07428337707784138,0.0
hour,-0.018845910937532795,0.0
hours,-0.15417114125837622,0.0
house,0.06888472118880506,0.0
housekeeping,0.02270671396725099,0.0
how,-0.04721815596316198,0.0
however,0.07102081050117992,0.0
huge,0.028243053455622336,0.0
husband,-0.07460217866042829,0.0
husband and,-0.11604700578756688,0.0
if you,-0.06171626558355897,0.0
in and,0.09517132019185648,0.0
in chicago,0.24711300727741015,0.0
in line,0.052785760757483924,0.0
in my,0.08384055228340664,0.0
in our,-0.07104361643070284,0.0
in room,-0.1964795120070128,0.0
in this,-0.16421115627747312,0.0
in was,-0.03748708672255957,0.0
inn,-0.12004732709042909,0.0
your,-0.025674376510685992,0.0
